desc_id,vector_id,sample_k,sent_id,pair_id,frame,entity,lang,mention_script,cell_type,site,mse,cos,desc_lang,desc_len,pass_gate
GEO-02|en|baseline|latin#003#siteB#k0,GEO-02|en|baseline|latin#003#siteB,0,GEO-02|en|baseline|latin#003,GEO-02,GEO,Taiwan,en,latin,baseline,B,0.298995,0.850502,en,741,0
GEO-02|en|baseline|latin#003#siteB#k1,GEO-02|en|baseline|latin#003#siteB,1,GEO-02|en|baseline|latin#003,GEO-02,GEO,Taiwan,en,latin,baseline,B,0.277297,0.861352,en,734,0
GEO-02|en|baseline|latin#003#siteB#k2,GEO-02|en|baseline|latin#003#siteB,2,GEO-02|en|baseline|latin#003,GEO-02,GEO,Taiwan,en,latin,baseline,B,0.287389,0.856305,en,729,0
GEO-02|en|baseline|latin#003#siteB#k3,GEO-02|en|baseline|latin#003#siteB,3,GEO-02|en|baseline|latin#003,GEO-02,GEO,Taiwan,en,latin,baseline,B,0.315163,0.842419,en,699,0
GEO-02|en|baseline|latin#003#siteB#k4,GEO-02|en|baseline|latin#003#siteB,4,GEO-02|en|baseline|latin#003,GEO-02,GEO,Taiwan,en,latin,baseline,B,0.324377,0.837812,en,741,0
POL-INT-01|zh|baseline|hanzi#004#siteA#k0,POL-INT-01|zh|baseline|hanzi#004#siteA,0,POL-INT-01|zh|baseline|hanzi#004,POL-INT-01,POL-INT,Taiwan,zh,hanzi,baseline,A,0.219119,0.89044,en,619,0
POL-INT-01|zh|baseline|hanzi#004#siteA#k1,POL-INT-01|zh|baseline|hanzi#004#siteA,1,POL-INT-01|zh|baseline|hanzi#004,POL-INT-01,POL-INT,Taiwan,zh,hanzi,baseline,A,0.209459,0.895271,en,579,0
POL-INT-01|zh|baseline|hanzi#004#siteA#k2,POL-INT-01|zh|baseline|hanzi#004#siteA,2,POL-INT-01|zh|baseline|hanzi#004,POL-INT-01,POL-INT,Taiwan,zh,hanzi,baseline,A,0.211958,0.894021,en,575,0
POL-INT-01|zh|baseline|hanzi#004#siteA#k3,POL-INT-01|zh|baseline|hanzi#004#siteA,3,POL-INT-01|zh|baseline|hanzi#004,POL-INT-01,POL-INT,Taiwan,zh,hanzi,baseline,A,0.209748,0.895126,en,596,0
POL-INT-01|zh|baseline|hanzi#004#siteA#k4,POL-INT-01|zh|baseline|hanzi#004#siteA,4,POL-INT-01|zh|baseline|hanzi#004,POL-INT-01,POL-INT,Taiwan,zh,hanzi,baseline,A,0.197061,0.90147,en,564,0
POL-INT-01|zh|baseline|hanzi#004#siteB#k0,POL-INT-01|zh|baseline|hanzi#004#siteB,0,POL-INT-01|zh|baseline|hanzi#004,POL-INT-01,POL-INT,Taiwan,zh,hanzi,baseline,B,0.173982,0.913009,mixed,512,1
POL-INT-01|zh|baseline|hanzi#004#siteB#k1,POL-INT-01|zh|baseline|hanzi#004#siteB,1,POL-INT-01|zh|baseline|hanzi#004,POL-INT-01,POL-INT,Taiwan,zh,hanzi,baseline,B,0.185647,0.907177,mixed,518,0
POL-INT-01|zh|baseline|hanzi#004#siteB#k2,POL-INT-01|zh|baseline|hanzi#004#siteB,2,POL-INT-01|zh|baseline|hanzi#004,POL-INT-01,POL-INT,Taiwan,zh,hanzi,baseline,B,0.177915,0.911042,mixed,491,1
POL-INT-01|zh|baseline|hanzi#004#siteB#k3,POL-INT-01|zh|baseline|hanzi#004#siteB,3,POL-INT-01|zh|baseline|hanzi#004,POL-INT-01,POL-INT,Taiwan,zh,hanzi,baseline,B,0.179622,0.910189,mixed,481,0
POL-INT-01|zh|baseline|hanzi#004#siteB#k4,POL-INT-01|zh|baseline|hanzi#004#siteB,4,POL-INT-01|zh|baseline|hanzi#004,POL-INT-01,POL-INT,Taiwan,zh,hanzi,baseline,B,0.188371,0.905815,mixed,464,0
POL-INT-01|en|baseline|latin#005#siteA#k0,POL-INT-01|en|baseline|latin#005#siteA,0,POL-INT-01|en|baseline|latin#005,POL-INT-01,POL-INT,Taiwan,en,latin,baseline,A,0.262468,0.868766,en,755,0
POL-INT-01|en|baseline|latin#005#siteA#k1,POL-INT-01|en|baseline|latin#005#siteA,1,POL-INT-01|en|baseline|latin#005,POL-INT-01,POL-INT,Taiwan,en,latin,baseline,A,0.262206,0.868897,en,748,0
POL-INT-01|en|baseline|latin#005#siteA#k2,POL-INT-01|en|baseline|latin#005#siteA,2,POL-INT-01|en|baseline|latin#005,POL-INT-01,POL-INT,Taiwan,en,latin,baseline,A,0.250346,0.874827,en,780,0
POL-INT-01|en|baseline|latin#005#siteA#k3,POL-INT-01|en|baseline|latin#005#siteA,3,POL-INT-01|en|baseline|latin#005,POL-INT-01,POL-INT,Taiwan,en,latin,baseline,A,0.264997,0.867501,en,712,0
POL-INT-01|en|baseline|latin#005#siteA#k4,POL-INT-01|en|baseline|latin#005#siteA,4,POL-INT-01|en|baseline|latin#005,POL-INT-01,POL-INT,Taiwan,en,latin,baseline,A,0.242493,0.878754,en,794,0
POL-INT-01|en|baseline|latin#005#siteB#k0,POL-INT-01|en|baseline|latin#005#siteB,0,POL-INT-01|en|baseline|latin#005,POL-INT-01,POL-INT,Taiwan,en,latin,baseline,B,0.263352,0.868324,en,805,0
POL-INT-01|en|baseline|latin#005#siteB#k1,POL-INT-01|en|baseline|latin#005#siteB,1,POL-INT-01|en|baseline|latin#005,POL-INT-01,POL-INT,Taiwan,en,latin,baseline,B,0.246326,0.876837,en,808,0
POL-INT-01|en|baseline|latin#005#siteB#k2,POL-INT-01|en|baseline|latin#005#siteB,2,POL-INT-01|en|baseline|latin#005,POL-INT-01,POL-INT,Taiwan,en,latin,baseline,B,0.271263,0.864369,en,852,0
POL-INT-01|en|baseline|latin#005#siteB#k3,POL-INT-01|en|baseline|latin#005#siteB,3,POL-INT-01|en|baseline|latin#005,POL-INT-01,POL-INT,Taiwan,en,latin,baseline,B,0.268395,0.865803,en,815,0
POL-INT-01|en|baseline|latin#005#siteB#k4,POL-INT-01|en|baseline|latin#005#siteB,4,POL-INT-01|en|baseline|latin#005,POL-INT-01,POL-INT,Taiwan,en,latin,baseline,B,0.24995,0.875025,en,795,0
POL-INT-02|zh|baseline|hanzi#006#siteA#k0,POL-INT-02|zh|baseline|hanzi#006#siteA,0,POL-INT-02|zh|baseline|hanzi#006,POL-INT-02,POL-INT,Taiwan,zh,hanzi,baseline,A,0.20071,0.899645,en,587,0
POL-INT-02|zh|baseline|hanzi#006#siteA#k1,POL-INT-02|zh|baseline|hanzi#006#siteA,1,POL-INT-02|zh|baseline|hanzi#006,POL-INT-02,POL-INT,Taiwan,zh,hanzi,baseline,A,0.218784,0.890608,en,609,0
POL-INT-02|zh|baseline|hanzi#006#siteA#k2,POL-INT-02|zh|baseline|hanzi#006#siteA,2,POL-INT-02|zh|baseline|hanzi#006,POL-INT-02,POL-INT,Taiwan,zh,hanzi,baseline,A,0.17108,0.91446,en,607,1
POL-INT-02|zh|baseline|hanzi#006#siteA#k3,POL-INT-02|zh|baseline|hanzi#006#siteA,3,POL-INT-02|zh|baseline|hanzi#006,POL-INT-02,POL-INT,Taiwan,zh,hanzi,baseline,A,0.179486,0.910257,en,640,0
POL-INT-02|zh|baseline|hanzi#006#siteA#k4,POL-INT-02|zh|baseline|hanzi#006#siteA,4,POL-INT-02|zh|baseline|hanzi#006,POL-INT-02,POL-INT,Taiwan,zh,hanzi,baseline,A,0.188643,0.905679,en,573,0
POL-INT-02|zh|baseline|hanzi#006#siteB#k0,POL-INT-02|zh|baseline|hanzi#006#siteB,0,POL-INT-02|zh|baseline|hanzi#006,POL-INT-02,POL-INT,Taiwan,zh,hanzi,baseline,B,0.186497,0.906751,mixed,492,0
POL-INT-02|zh|baseline|hanzi#006#siteB#k1,POL-INT-02|zh|baseline|hanzi#006#siteB,1,POL-INT-02|zh|baseline|hanzi#006,POL-INT-02,POL-INT,Taiwan,zh,hanzi,baseline,B,0.173093,0.913453,mixed,557,1
POL-INT-02|zh|baseline|hanzi#006#siteB#k2,POL-INT-02|zh|baseline|hanzi#006#siteB,2,POL-INT-02|zh|baseline|hanzi#006,POL-INT-02,POL-INT,Taiwan,zh,hanzi,baseline,B,0.184602,0.907699,mixed,528,0
POL-INT-02|zh|baseline|hanzi#006#siteB#k3,POL-INT-02|zh|baseline|hanzi#006#siteB,3,POL-INT-02|zh|baseline|hanzi#006,POL-INT-02,POL-INT,Taiwan,zh,hanzi,baseline,B,0.182778,0.908611,mixed,533,0
POL-INT-02|zh|baseline|hanzi#006#siteB#k4,POL-INT-02|zh|baseline|hanzi#006#siteB,4,POL-INT-02|zh|baseline|hanzi#006,POL-INT-02,POL-INT,Taiwan,zh,hanzi,baseline,B,0.192332,0.903834,mixed,527,0
POL-INT-02|en|baseline|latin#007#siteA#k0,POL-INT-02|en|baseline|latin#007#siteA,0,POL-INT-02|en|baseline|latin#007,POL-INT-02,POL-INT,Taiwan,en,latin,baseline,A,0.197057,0.901472,en,765,0
POL-INT-02|en|baseline|latin#007#siteA#k1,POL-INT-02|en|baseline|latin#007#siteA,1,POL-INT-02|en|baseline|latin#007,POL-INT-02,POL-INT,Taiwan,en,latin,baseline,A,0.181821,0.909089,en,742,0
POL-INT-02|en|baseline|latin#007#siteA#k2,POL-INT-02|en|baseline|latin#007#siteA,2,POL-INT-02|en|baseline|latin#007,POL-INT-02,POL-INT,Taiwan,en,latin,baseline,A,0.1869,0.90655,en,754,0
POL-INT-02|en|baseline|latin#007#siteA#k3,POL-INT-02|en|baseline|latin#007#siteA,3,POL-INT-02|en|baseline|latin#007,POL-INT-02,POL-INT,Taiwan,en,latin,baseline,A,0.171153,0.914424,en,772,1
POL-INT-02|en|baseline|latin#007#siteA#k4,POL-INT-02|en|baseline|latin#007#siteA,4,POL-INT-02|en|baseline|latin#007,POL-INT-02,POL-INT,Taiwan,en,latin,baseline,A,0.208406,0.895797,en,757,0
POL-INT-02|en|baseline|latin#007#siteB#k0,POL-INT-02|en|baseline|latin#007#siteB,0,POL-INT-02|en|baseline|latin#007,POL-INT-02,POL-INT,Taiwan,en,latin,baseline,B,0.221448,0.889276,en,833,0
POL-INT-02|en|baseline|latin#007#siteB#k1,POL-INT-02|en|baseline|latin#007#siteB,1,POL-INT-02|en|baseline|latin#007,POL-INT-02,POL-INT,Taiwan,en,latin,baseline,B,0.236635,0.881683,en,850,0
POL-INT-02|en|baseline|latin#007#siteB#k2,POL-INT-02|en|baseline|latin#007#siteB,2,POL-INT-02|en|baseline|latin#007,POL-INT-02,POL-INT,Taiwan,en,latin,baseline,B,0.188783,0.905608,en,871,0
POL-INT-02|en|baseline|latin#007#siteB#k3,POL-INT-02|en|baseline|latin#007#siteB,3,POL-INT-02|en|baseline|latin#007,POL-INT-02,POL-INT,Taiwan,en,latin,baseline,B,0.204496,0.897752,en,836,0
POL-INT-02|en|baseline|latin#007#siteB#k4,POL-INT-02|en|baseline|latin#007#siteB,4,POL-INT-02|en|baseline|latin#007,POL-INT-02,POL-INT,Taiwan,en,latin,baseline,B,0.222065,0.888967,en,829,0
POL-DOM-01|zh|baseline|hanzi#008#siteA#k0,POL-DOM-01|zh|baseline|hanzi#008#siteA,0,POL-DOM-01|zh|baseline|hanzi#008,POL-DOM-01,POL-DOM,Taiwan,zh,hanzi,baseline,A,0.177238,0.911381,en,571,1
POL-DOM-01|zh|baseline|hanzi#008#siteA#k1,POL-DOM-01|zh|baseline|hanzi#008#siteA,1,POL-DOM-01|zh|baseline|hanzi#008,POL-DOM-01,POL-DOM,Taiwan,zh,hanzi,baseline,A,0.153548,0.923226,en,597,1
POL-DOM-01|zh|baseline|hanzi#008#siteA#k2,POL-DOM-01|zh|baseline|hanzi#008#siteA,2,POL-DOM-01|zh|baseline|hanzi#008,POL-DOM-01,POL-DOM,Taiwan,zh,hanzi,baseline,A,0.161478,0.919261,en,565,1
POL-DOM-01|zh|baseline|hanzi#008#siteA#k3,POL-DOM-01|zh|baseline|hanzi#008#siteA,3,POL-DOM-01|zh|baseline|hanzi#008,POL-DOM-01,POL-DOM,Taiwan,zh,hanzi,baseline,A,0.15548,0.92226,en,550,1
POL-DOM-01|zh|baseline|hanzi#008#siteA#k4,POL-DOM-01|zh|baseline|hanzi#008#siteA,4,POL-DOM-01|zh|baseline|hanzi#008,POL-DOM-01,POL-DOM,Taiwan,zh,hanzi,baseline,A,0.15438,0.92281,en,582,1
POL-DOM-01|zh|baseline|hanzi#008#siteB#k0,POL-DOM-01|zh|baseline|hanzi#008#siteB,0,POL-DOM-01|zh|baseline|hanzi#008,POL-DOM-01,POL-DOM,Taiwan,zh,hanzi,baseline,B,0.156744,0.921628,en,515,1
POL-DOM-01|zh|baseline|hanzi#008#siteB#k1,POL-DOM-01|zh|baseline|hanzi#008#siteB,1,POL-DOM-01|zh|baseline|hanzi#008,POL-DOM-01,POL-DOM,Taiwan,zh,hanzi,baseline,B,0.155651,0.922174,mixed,528,1
POL-DOM-01|zh|baseline|hanzi#008#siteB#k2,POL-DOM-01|zh|baseline|hanzi#008#siteB,2,POL-DOM-01|zh|baseline|hanzi#008,POL-DOM-01,POL-DOM,Taiwan,zh,hanzi,baseline,B,0.16091,0.919545,mixed,452,1
POL-DOM-01|zh|baseline|hanzi#008#siteB#k3,POL-DOM-01|zh|baseline|hanzi#008#siteB,3,POL-DOM-01|zh|baseline|hanzi#008,POL-DOM-01,POL-DOM,Taiwan,zh,hanzi,baseline,B,0.163713,0.918144,mixed,549,1
POL-DOM-01|zh|baseline|hanzi#008#siteB#k4,POL-DOM-01|zh|baseline|hanzi#008#siteB,4,POL-DOM-01|zh|baseline|hanzi#008,POL-DOM-01,POL-DOM,Taiwan,zh,hanzi,baseline,B,0.164254,0.917873,en,553,1
POL-DOM-01|en|baseline|latin#009#siteA#k0,POL-DOM-01|en|baseline|latin#009#siteA,0,POL-DOM-01|en|baseline|latin#009,POL-DOM-01,POL-DOM,Taiwan,en,latin,baseline,A,0.137519,0.93124,en,732,1
POL-DOM-01|en|baseline|latin#009#siteA#k1,POL-DOM-01|en|baseline|latin#009#siteA,1,POL-DOM-01|en|baseline|latin#009,POL-DOM-01,POL-DOM,Taiwan,en,latin,baseline,A,0.144527,0.927737,en,778,1
POL-DOM-01|en|baseline|latin#009#siteA#k2,POL-DOM-01|en|baseline|latin#009#siteA,2,POL-DOM-01|en|baseline|latin#009,POL-DOM-01,POL-DOM,Taiwan,en,latin,baseline,A,0.148142,0.925929,en,790,1
POL-DOM-01|en|baseline|latin#009#siteA#k3,POL-DOM-01|en|baseline|latin#009#siteA,3,POL-DOM-01|en|baseline|latin#009,POL-DOM-01,POL-DOM,Taiwan,en,latin,baseline,A,0.152589,0.923706,en,769,1
POL-DOM-01|en|baseline|latin#009#siteA#k4,POL-DOM-01|en|baseline|latin#009#siteA,4,POL-DOM-01|en|baseline|latin#009,POL-DOM-01,POL-DOM,Taiwan,en,latin,baseline,A,0.140091,0.929954,en,760,1
POL-DOM-01|en|baseline|latin#009#siteB#k0,POL-DOM-01|en|baseline|latin#009#siteB,0,POL-DOM-01|en|baseline|latin#009,POL-DOM-01,POL-DOM,Taiwan,en,latin,baseline,B,0.233094,0.883453,en,764,0
POL-DOM-01|en|baseline|latin#009#siteB#k1,POL-DOM-01|en|baseline|latin#009#siteB,1,POL-DOM-01|en|baseline|latin#009,POL-DOM-01,POL-DOM,Taiwan,en,latin,baseline,B,0.209621,0.89519,en,723,0
POL-DOM-01|en|baseline|latin#009#siteB#k2,POL-DOM-01|en|baseline|latin#009#siteB,2,POL-DOM-01|en|baseline|latin#009,POL-DOM-01,POL-DOM,Taiwan,en,latin,baseline,B,0.195724,0.902138,en,783,0
POL-DOM-01|en|baseline|latin#009#siteB#k3,POL-DOM-01|en|baseline|latin#009#siteB,3,POL-DOM-01|en|baseline|latin#009,POL-DOM-01,POL-DOM,Taiwan,en,latin,baseline,B,0.211093,0.894453,en,806,0
POL-DOM-01|en|baseline|latin#009#siteB#k4,POL-DOM-01|en|baseline|latin#009#siteB,4,POL-DOM-01|en|baseline|latin#009,POL-DOM-01,POL-DOM,Taiwan,en,latin,baseline,B,0.215899,0.892051,en,781,0
POL-DOM-02|zh|baseline|hanzi#010#siteA#k0,POL-DOM-02|zh|baseline|hanzi#010#siteA,0,POL-DOM-02|zh|baseline|hanzi#010,POL-DOM-02,POL-DOM,Taiwan,zh,hanzi,baseline,A,0.126826,0.936587,en,591,1
POL-DOM-02|zh|baseline|hanzi#010#siteA#k1,POL-DOM-02|zh|baseline|hanzi#010#siteA,1,POL-DOM-02|zh|baseline|hanzi#010,POL-DOM-02,POL-DOM,Taiwan,zh,hanzi,baseline,A,0.132622,0.933689,en,575,1
POL-DOM-02|zh|baseline|hanzi#010#siteA#k2,POL-DOM-02|zh|baseline|hanzi#010#siteA,2,POL-DOM-02|zh|baseline|hanzi#010,POL-DOM-02,POL-DOM,Taiwan,zh,hanzi,baseline,A,0.131917,0.934041,en,612,1
POL-DOM-02|zh|baseline|hanzi#010#siteA#k3,POL-DOM-02|zh|baseline|hanzi#010#siteA,3,POL-DOM-02|zh|baseline|hanzi#010,POL-DOM-02,POL-DOM,Taiwan,zh,hanzi,baseline,A,0.132277,0.933861,en,586,1
POL-DOM-02|zh|baseline|hanzi#010#siteA#k4,POL-DOM-02|zh|baseline|hanzi#010#siteA,4,POL-DOM-02|zh|baseline|hanzi#010,POL-DOM-02,POL-DOM,Taiwan,zh,hanzi,baseline,A,0.136965,0.931517,en,617,1
POL-DOM-02|zh|baseline|hanzi#010#siteB#k0,POL-DOM-02|zh|baseline|hanzi#010#siteB,0,POL-DOM-02|zh|baseline|hanzi#010,POL-DOM-02,POL-DOM,Taiwan,zh,hanzi,baseline,B,0.170199,0.914901,mixed,481,1
POL-DOM-02|zh|baseline|hanzi#010#siteB#k1,POL-DOM-02|zh|baseline|hanzi#010#siteB,1,POL-DOM-02|zh|baseline|hanzi#010,POL-DOM-02,POL-DOM,Taiwan,zh,hanzi,baseline,B,0.178835,0.910583,mixed,542,1
POL-DOM-02|zh|baseline|hanzi#010#siteB#k2,POL-DOM-02|zh|baseline|hanzi#010#siteB,2,POL-DOM-02|zh|baseline|hanzi#010,POL-DOM-02,POL-DOM,Taiwan,zh,hanzi,baseline,B,0.177781,0.91111,mixed,492,1
POL-DOM-02|zh|baseline|hanzi#010#siteB#k3,POL-DOM-02|zh|baseline|hanzi#010#siteB,3,POL-DOM-02|zh|baseline|hanzi#010,POL-DOM-02,POL-DOM,Taiwan,zh,hanzi,baseline,B,0.177819,0.911091,mixed,537,1
POL-DOM-02|zh|baseline|hanzi#010#siteB#k4,POL-DOM-02|zh|baseline|hanzi#010#siteB,4,POL-DOM-02|zh|baseline|hanzi#010,POL-DOM-02,POL-DOM,Taiwan,zh,hanzi,baseline,B,0.170513,0.914744,mixed,513,1
POL-DOM-02|en|baseline|latin#011#siteA#k0,POL-DOM-02|en|baseline|latin#011#siteA,0,POL-DOM-02|en|baseline|latin#011,POL-DOM-02,POL-DOM,Taiwan,en,latin,baseline,A,0.12872,0.93564,en,765,1
POL-DOM-02|en|baseline|latin#011#siteA#k1,POL-DOM-02|en|baseline|latin#011#siteA,1,POL-DOM-02|en|baseline|latin#011,POL-DOM-02,POL-DOM,Taiwan,en,latin,baseline,A,0.130996,0.934502,en,752,1
POL-DOM-02|en|baseline|latin#011#siteA#k2,POL-DOM-02|en|baseline|latin#011#siteA,2,POL-DOM-02|en|baseline|latin#011,POL-DOM-02,POL-DOM,Taiwan,en,latin,baseline,A,0.132303,0.933849,en,730,1
